id_station_itinerance;code_insee_commune;coordonneesXY;puissance_nominale;consolidated_longitude;consolidated_latitude;consolidated_commune;nbre_pdc
FRGLYPLYON5911;69282;[4.986585, 45.771356];50000.0;4.986585;45.771356;Meyzieu;2
FRGLYPLYON6011;69199;[4.855184, 45.694556];7000.0;4.855184;45.694556;Saint-Fons;2
FRGLYPLYON6111;69034;[4.849492, 45.794353];7000.0;4.849492;45.794353;Caluire-et-Cuire;2
FRGLYPLYON6211;69266;[4.859705, 45.779157];50000.0;4.859705;45.779157;Villeurbanne;2
FRGLYPLYON6311;69072;[4.760909, 45.8205];50000.0;4.760909;45.8205;Dardilly;2
FRGLYPLYON5622;69290;[4.926708, 45.718133];24000.0;4.926708;45.718133;Saint-Priest;2
FRGLYPLYON5412;69244;[4.778237, 45.760804];24000.0;4.778237;45.760804;Tassin-la-Demi-Lune;2
FRGLYPLYON5311;69123;[4.819514, 45.755467];7000.0;4.819514;45.755467;Lyon;2
FRGLYPLYON5511;69081;[4.78582, 45.78257];24000.0;4.78582;45.78257;Écully;2
FRGLYPLYON4122;69244;[4.755318, 45.765054];24000.0;4.755318;45.765054;Tassin-la-Demi-Lune;2
FRGLYPLYON3111;69123;[4.85484, 45.75291];7000.0;4.85484;45.75291;Lyon;2
FRGLYPLYON2621;69205;[4.722615, 45.758426];7000.0;4.722615;45.758426;Saint-Genis-les-Ollières;2
FRGLYPLYON2711;69259;[4.872156, 45.696395];7000.0;4.872156;45.696395;Vénissieux;2
FRGLYPLYON2811;69260;[4.812139, 45.648403];7000.0;4.812139;45.648403;Vernaison;2
FRGLYPLYON2911;69044;[4.734441, 45.785288];7000.0;4.734441;45.785288;Charbonnières-les-Bains;2
FRGLYPLYON3011;69123;[4.850437, 45.754512];7000.0;4.850437;45.754512;Lyon;2
FRGLYPLYON2522;69123;[4.876832, 45.72893];7000.0;4.876832;45.72893;Lyon;2
FRGLYPLYON2312;69123;[4.817802, 45.742484];7000.0;4.817802;45.742484;Lyon;2
FRGLYPLYON2211;69259;[4.863299, 45.726635];7000.0;4.863299;45.726635;Vénissieux;2
FRGLYPLYON2411;69123;[4.782994, 45.754439];7000.0;4.782994;45.754439;Lyon;2
FRGLYPLYON3622;69275;[4.976542, 45.772192];24000.0;4.976542;45.772192;Décines-Charpieu;2
FRGLYPLYON3711;69123;[4.837835, 45.737199];24000.0;4.837835;45.737199;Lyon;2
FRGLYPLYON3811;69029;[4.919312, 45.726701];24000.0;4.919312;45.726701;Bron;2
FRGLYPLYON3911;69200;[4.853851, 45.725868];24000.0;4.853851;45.725868;;2
FRGLYPLYON4011;69282;[5.003734, 45.767058];24000.0;5.003734;45.767058;Meyzieu;2
FRGLYPLYON3321;69123;[4.797656, 45.786609];7000.0;4.797656;45.786609;Lyon;2
FRGLYPLYON3211;69033;[4.872527, 45.852635];7000.0;4.872527;45.852635;Cailloux-sur-Fontaines;2
FRGLYPLYON3522;69290;[4.901374, 45.705336];24000.0;4.901374;45.705336;Saint-Priest;2
FRGLYPLYON3411;69286;[4.900704, 45.817578];7000.0;4.900704;45.817578;Rillieux-la-Pape;2
FRGLYPLYON18512;69123;[4.862654, 45.733704];50000.0;4.862654;45.733704;Lyon;2
FRGLYPLYON18422;69091;[4.777584, 45.581722];24000.0;4.777584;45.581722;Givors;2
FRGLYPLYON18312;69116;[4.77209, 45.837597];7000.0;4.77209;45.837597;Limonest;2
FRGLYPLYON18212;69233;[4.822612, 45.835806];7000.0;4.822612;45.835806;Saint-Romain-au-Mont-d'Or;2
FRGLYPLYON18112;69088;[4.849126, 45.832428];50000.0;4.849126;45.832428;Fontaines-sur-Saône;2
FRGLYPLYON18012;69123;[4.83123, 45.744922];50000.0;4.83123;45.744922;Lyon;2
FRGLYPLYON17912;69123;[4.844451, 45.746092];50000.0;4.844451;45.746092;Lyon;2
FRGLYPLYON17812;69123;[4.857939, 45.757145];50000.0;4.857939;45.757145;Lyon;2
FRGLYPLYON17712;69256;[4.923888, 45.765487];50000.0;4.923888;45.765487;Vaulx-en-Velin;2
FRGLYPLYON18611;69117;[4.743303, 45.864479];7000.0;4.743303;45.864479;Lissieu;2
FRGLYPLYON6511;69275;[4.936937, 45.74728];50000.0;4.936937;45.74728;Décines-Charpieu;2
FRGLYPLYON511;69271;[4.969988, 45.737828];7000.0;4.969988;45.737828;Chassieu;2
FRGLYPLYON422;69046;[4.795381, 45.652114];7000.0;4.795381;45.652114;Charly;2
FRGLYPLYON322;69029;[4.919721, 45.742366];7000.0;4.919721;45.742366;Bron;2
FRGLYPLYON222;69069;[4.725522, 45.746018];7000.0;4.725522;45.746018;Craponne;2
FRGLYPLYON122;69063;[4.842099, 45.817736];7000.0;4.842099;45.817736;Collonges-au-Mont-d'Or;2
FRGLYPLYON17622;69123;[4.806765, 45.770418];24000.0;4.806765;45.770418;Lyon;2
FRGLYPLYON17111;69123;[4.813275, 45.757816];24000.0;4.813275;45.757816;Lyon;2
FRGLYPLYON17022;69286;[4.887676, 45.817008];24000.0;4.887676;45.817008;Rillieux-la-Pape;2
FRGLYPLYON16922;69266;[4.88827, 45.774634];7000.0;4.88827;45.774634;Villeurbanne;2
FRGLYPLYON16822;69123;[4.884842, 45.737533];7000.0;4.884842;45.737533;Lyon;2
FRGLYPLYON16722;69123;[4.81184, 45.784265];7000.0;4.81184;45.784265;Lyon;2
FRGLYPLYON17412;69091;[4.76991, 45.60042];24000.0;4.76991;45.60042;Givors;2
FRGLYPLYON17522;69123;[4.872684, 45.755436];24000.0;4.872684;45.755436;Lyon;2
FRGLYPLYON17211;69123;[4.850495, 45.765502];24000.0;4.850495;45.765502;Lyon;2
FRGLYPLYON17322;69266;[4.875101, 45.76973];24000.0;4.875101;45.76973;Villeurbanne;2
FRGLYPLYON1611;69204;[4.803939, 45.692093];7000.0;4.803939;45.692093;Saint-Genis-Laval;2
FRGLYPLYON2021;69168;[4.834654, 45.840823];7000.0;4.834654;45.840823;Rochetaillée-sur-Saône;2
FRGLYPLYON1922;69259;[4.89177, 45.697485];7000.0;4.89177;45.697485;Vénissieux;2
FRGLYPLYON1822;69283;[4.957743, 45.664807];7000.0;4.957743;45.664807;Mions;2
FRGLYPLYON1722;69282;[5.009728, 45.767571];7000.0;5.009728;45.767571;Meyzieu;2
FRGLYPLYON7241;69123;[4.851272, 45.745548];7000.0;4.851272;45.745548;Lyon;1
FRGLYPLYON6821;69290;[4.940114, 45.692814];24000.0;4.940114;45.692814;Saint-Priest;2
FRGLYPLYON6711;69199;[4.852532, 45.706235];24000.0;4.852532;45.706235;Saint-Fons;2
FRGLYPLYON6911;69290;[4.952119, 45.69574];7000.0;4.952119;45.69574;Saint-Priest;2
FRGLYPLYON7011;69123;[4.800152, 45.776037];50000.0;4.800152;45.776037;Lyon;2
FRGLYPLYON1522;69279;[5.048532, 45.795544];7000.0;5.048532;45.795544;Jonage;2
FRGLYPLYON611;69273;[4.894663, 45.664925];7000.0;4.894663;45.664925;Corbas;2
FRGLYPLYON1012;69081;[4.781649, 45.774545];7000.0;4.781649;45.774545;Écully;2
FRGLYPLYON922;69244;[4.770547, 45.760144];7000.0;4.770547;45.760144;Tassin-la-Demi-Lune;2
FRGLYPLYON822;69275;[4.955587, 45.769151];7000.0;4.955587;45.769151;Décines-Charpieu;2
FRGLYPLYON722;69068;[4.83156, 45.84807];7000.0;4.83156;45.84807;Couzon-au-Mont-d'Or;2
FRGLYPLYON1111;69292;[4.872508, 45.822366];7000.0;4.872508;45.822366;Sathonay-Camp;2
FRGLYPLYON1321;69096;[4.789628, 45.609585];7000.0;4.789628;45.609585;Grigny;2
FRGLYPLYON1422;69293;[4.878329, 45.832194];7000.0;4.878329;45.832194;Sathonay-Village;2
FRGLYPLYON1222;69259;[4.884666, 45.696632];7000.0;4.884666;45.696632;Vénissieux;2
FRURWPUNIB3131;75056;[2.322582, 48.837734];22000.0;2.322582;48.837734;Paris;1
FRURWPUNIB3251;75056;[2.322007, 48.838574];22000.0;2.322007;48.838574;Paris;1
FRURWPUNIB12121;69123;[4.816392, 45.740684];22000.0;4.816392;45.740684;Lyon;1
FRURWPUNIB30101;93064;[2.477817, 48.882166];22000.0;2.477817;48.882166;Rosny-sous-Bois;2
FRURWPUNIB9111;69123;[4.856448, 45.762271];22000.0;4.856448;45.762271;Lyon;1
FRURWPUNIB8101;69123;[4.856386, 45.761895];22000.0;4.856386;45.761895;Lyon;1
FRURWPUNIB6142;78158;[2.114096, 48.828905];22000.0;2.114096;48.828905;Le Chesnay-Rocquencourt;2
FRURWPUNIB2422;21231;[5.050151, 47.35747];22000.0;5.050151;47.35747;Dijon;2
FRURWPUNIB2741;78640;[2.218646, 48.780477];22000.0;2.218646;48.780477;Vélizy-Villacoublay;2
FRURWPUNIB2941;75056;[2.346176, 48.861996];22000.0;2.346176;48.861996;Paris;1
FRURWPUNIB2622;21231;[5.049248, 47.355949];22000.0;5.049248;47.355949;Dijon;2
FRURWPUNIB1011;69123;[4.815993, 45.74089];22000.0;4.815993;45.74089;Lyon;2
FRURWPUNIB1121;69123;[4.816054, 45.740844];22000.0;4.816054;45.740844;Lyon;1
FRURWPUNIB552;78158;[2.118916, 48.827492];22000.0;2.118916;48.827492;Le Chesnay-Rocquencourt;2
FRURWPUNIB311;35238;[-1.67655, 48.082588];22000.0;-1.67655;48.082588;Rennes;2
FRURWPUNIB111;6027;[7.127841, 43.663607];7000.0;7.127841;43.663607;Cagnes-sur-Mer;1
FRURWPUNIB211;35238;[-1.678767, 48.082481];22000.0;-1.678767;48.082481;Rennes;2
FRURWPUNIB1311;93073;[2.523685, 48.9908];22000.0;2.523685;48.9908;Tremblay-en-France;2
FRURWPUNIB2111;91692;[2.171913, 48.677594];22000.0;2.171913;48.677594;Les Ulis;2
FRURWPUNIB1941;78640;[2.221231, 48.779686];22000.0;2.221231;48.779686;Vélizy-Villacoublay;2
FRURWPUNIB2011;78640;[2.220011, 48.780345];22000.0;2.220011;48.780345;Vélizy-Villacoublay;2
FRURWPUNIB2211;59009;[3.128357, 50.617613];22000.0;3.128357;50.617613;Villeneuve-d'Ascq;2
FRURWPUNIB2311;59009;[3.130846, 50.617912];22000.0;3.130846;50.617912;Villeneuve-d'Ascq;2
FRURWPUNIB1811;77251;[2.547032, 48.616655];22000.0;2.547032;48.616655;Lieusaint;2
FROTHPLVPR141;92044;[2.288618, 48.897964];3000.0;2.288618;48.897964;Levallois-Perret;2
FROTHPLVPR2151;92044;[2.298571, 48.896523];3000.0;2.298571;48.896523;Levallois-Perret;2
FROTHPLVPR682;92044;[2.29821, 48.893001];22000.0;2.29821;48.893001;Levallois-Perret;2
FROTHPLVPR542;92044;[2.297241, 48.893006];22000.0;2.297241;48.893006;Levallois-Perret;2
FROTHPLVPR492;92044;[2.297434, 48.893097];22000.0;2.297434;48.893097;Levallois-Perret;2
FROTHPLVPR371;92044;[2.297554, 48.892754];22000.0;2.297554;48.892754;Levallois-Perret;2
FRS87PMB872811;87041;[1.274174, 46.134473];22000.0;1.274174;46.134473;Châteauponsac;2
FRS87PMB872712;87041;[1.27651, 46.134059];22000.0;1.27651;46.134059;Châteauponsac;2
FRS87PMB871812;87051;[1.585948, 45.628803];22000.0;1.585948;45.628803;La Croisille-sur-Briance;2
FRS87PMB871911;87174;[1.431829, 45.749293];22000.0;1.431829;45.749293;Saint-Paul;2
FRS87PMB872011;87181;[1.480057, 46.048822];22000.0;1.480057;46.048822;Saint-Sulpice-Laurière;2
FRS87PMB872112;87021;[1.204664, 45.778378];22000.0;1.204664;45.778378;Bosmie-l'Aiguille;2
FRS87PMB872311;87146;[1.494731, 45.615384];22000.0;1.494731;45.615384;Saint-Germain-les-Belles;2
FRS87PMB872211;87089;[1.167078, 46.214915];22000.0;1.167078;46.214915;Magnac-Laval;2
FRS87PMB872911;87028;[0.90363, 46.235341];22000.0;0.90363;46.235341;Val-d'Oire-et-Gartempe;2
FRS87PMB873213;87185;[1.035591, 45.895108];43000.0;1.035591;45.895108;Saint-Victurnien;3
FRS87PMB873311;87152;[1.20055, 45.95638];43000.0;1.20055;45.95638;Saint-Jouvent;3
FRS87PMB872412;87113;[1.330306, 45.875523];22000.0;1.330306;45.875523;Le Palais-sur-Vienne;2
FRS87PMB873913;87014;[1.371627, 46.107802];50000.0;1.371627;46.107802;Bessines-sur-Gartempe;3
FRS87PMB873013;87017;[1.081701, 46.131688];43000.0;1.081701;46.131688;Blanzac;3
FRS87PMB873113;87097;[0.919616, 46.108853];50000.0;0.919616;46.108853;Val d'Issoire;3
FRS87PMB872511;87122;[1.34537, 46.033722];22000.0;1.34537;46.033722;Razès;2
FRS87PMB87411;87001;[1.137518, 45.797558];22000.0;1.137518;45.797558;Aixe-sur-Vienne;2
FRS87PMB87711;87002;[1.406172, 45.953075];22000.0;1.406172;45.953075;Ambazac;2
FRS87PMB87612;87002;[1.400478, 45.95831];22000.0;1.400478;45.95831;Ambazac;2
FRS87PMB87512;87001;[1.145703, 45.79672];22000.0;1.145703;45.79672;Aixe-sur-Vienne;2
FRS87PMB87312;87059;[1.077636, 46.217588];22000.0;1.077636;46.217588;Le Dorat;2
FRS87PMB871711;87122;[1.298979, 46.034289];22000.0;1.298979;46.034289;Razès;2
FRS87PMB87212;87040;[1.605933, 45.713124];22000.0;1.605933;45.713124;Châteauneuf-la-Forêt;2
FRS87PMB87112;87011;[1.050832, 46.120257];22000.0;1.050832;46.120257;Bellac;2
FRS87PMB87811;87014;[1.369671, 46.109403];22000.0;1.369671;46.109403;Bessines-sur-Gartempe;2
FRS87PMB87911;87187;[1.202405, 45.509842];22000.0;1.202405;45.509842;Saint-Yrieix-la-Perche;2
FRS87PMB871011;87187;[1.205753, 45.518624];22000.0;1.205753;45.518624;Saint-Yrieix-la-Perche;2
FRS87PMB871111;87110;[1.032646, 45.932699];22000.0;1.032646;45.932699;Oradour-sur-Glane;2
FRS87PMB871211;87126;[0.818752, 45.82435];22000.0;0.818752;45.82435;Rochechouart;2
FRS87PMB871411;87161;[1.493325, 45.838198];43000.0;1.493325;45.838198;Saint-Léonard-de-Noblat;3
FRS87PMB871511;87032;[0.979587, 45.651697];43000.0;0.979587;45.651697;Châlus;3
FRS22PSDE29011;22195;[-3.138881, 48.842079];22000.0;-3.138881;48.842079;Pleubian;2
FRS22PSDE213412;22237;[-2.26435, 48.52913];22000.0;-2.26435;48.52913;Pluduno;2
FRS22PSDE210812;22262;[-2.91299, 48.403732];22000.0;-2.91299;48.403732;Quintin;2
FRS22PSDE211311;22113;[-3.456394, 48.727578];22000.0;-3.456394;48.727578;Lannion;2
FRS22PSDE211212;22175;[-2.388829, 48.449814];22000.0;-2.388829;48.449814;Plédéliac;2
FRS22PSDE211112;22250;[-3.159283, 48.69836];22000.0;-3.159283;48.69836;Pontrieux;2
FRS22PSDE211012;22161;[-3.13708, 48.586258];22000.0;-3.13708;48.586258;Pabu;2
FRS22PSDE210912;22187;[-2.727605, 48.542061];22000.0;-2.727605;48.542061;Plérin;2
FRS22PSDE210012;22386;[-3.0, 48.381386];22000.0;-3.0;48.381386;Le Vieux-Bourg;2
FRS22PSDE210712;22208;[-2.009714, 48.303225];22000.0;-2.009714;48.303225;Plouasne;2
FRS22PSDE210412;22283;[-3.133419, 48.664848];22000.0;-3.133419;48.664848;Saint-Clet;2
FRS22PSDE210312;22277;[-2.869649, 48.389687];22000.0;-2.869649;48.389687;Saint-Brandan;2
FRS22PSDE210212;22059;[-2.914543, 48.429111];22000.0;-2.914543;48.429111;Le Fœil;2
FRS22PSDE210112;22321;[-3.15994, 48.315102];22000.0;-3.15994;48.315102;Saint-Nicolas-du-Pélem;2
FRS22PSDE211511;22258;[-2.657751, 48.42165];22000.0;-2.657751;48.42165;Quessoy;2
FRS22PSDE211611;22127;[-3.103162, 48.788181];22000.0;-3.103162;48.788181;Lézardrieux;2
FRS22PSDE212711;22201;[-2.32811, 48.655931];22000.0;-2.32811;48.655931;Plévenon;2
FRS22PSDE212612;22325;[-2.824075, 48.648033];22000.0;-2.824075;48.648033;Saint-Quay-Portrieux;2
FRS22PSDE212512;22093;[-2.57723, 48.53167];22000.0;-2.57723;48.53167;Lamballe-Armor;2
FRS22PSDE212411;22266;[-3.313114, 48.242321];50000.0;-3.313114;48.242321;Rostrenen;1
FRS22PSDE212311;22147;[-2.4236, 48.18869];50000.0;-2.4236;48.18869;Merdrignac;1
FRS22PSDE212211;22305;[-2.187334, 48.273865];50000.0;-2.187334;48.273865;Saint-Jouan-de-l'Isle;1
FRS22PSDE212112;22215;[-2.792451, 48.488029];22000.0;-2.792451;48.488029;Ploufragan;2
FRS22PSDE212012;22215;[-2.792394, 48.482624];22000.0;-2.792394;48.482624;Ploufragan;2
FRS22PSDE211912;22153;[-2.633645, 48.359794];22000.0;-2.633645;48.359794;Moncontour;2
FRS22PSDE211812;22162;[-3.043485, 48.778999];22000.0;-3.043485;48.778999;Paimpol;2
FRS22PSDE211712;22107;[-3.096286, 48.224899];22000.0;-3.096286;48.224899;Bon Repos sur Blavet;2
FRS22PSDE212811;22360;[-2.703044, 48.482021];50000.0;-2.703044;48.482021;Trégueux;1
FRS22PSDE28212;22214;[-2.984804, 48.747627];22000.0;-2.984804;48.747627;Plouézec;2
FRS22PSDE28711;22134;[-3.413295, 48.794518];22000.0;-3.413295;48.794518;Louannec;2
FRS22PSDE28612;22101;[-3.279891, 48.751244];22000.0;-3.279891;48.751244;Langoat;2
FRS22PSDE28512;22004;[-3.300457, 48.630089];22000.0;-3.300457;48.630089;Bégard;2
FRS22PSDE28412;22242;[-2.408021, 48.624866];22000.0;-2.408021;48.624866;Plurien;2
FRS22PSDE28312;22221;[-3.238562, 48.797573];22000.0;-3.238562;48.797573;Plouguiel;2
FRS22PSDE29912;22278;[-2.751509, 48.52273];22000.0;-2.751509;48.52273;Saint-Brieuc;2
FRS22PSDE28112;22211;[-3.447615, 48.705162];22000.0;-3.447615;48.705162;Ploubezre;2
FRS22PSDE28012;22210;[-3.030685, 48.800983];22000.0;-3.030685;48.800983;Ploubazlanec;2
FRS22PSDE27912;22020;[-2.2244, 48.334202];22000.0;-2.2244;48.334202;Broons;2
FRS22PSDE27812;22206;[-2.968046, 48.541393];22000.0;-2.968046;48.541393;Châtelaudren-Plouagat;2
FRS22PSDE27712;22005;[-3.396323, 48.545696];22000.0;-3.396323;48.545696;Belle-Isle-en-Terre;2
FRS22PSDE28811;22143;[-2.29119, 48.5971];22000.0;-2.29119;48.5971;Matignon;2
FRS22PSDE28911;22172;[-2.24004, 48.52145];22000.0;-2.24004;48.52145;Plancoët;2
FRS22PSDE29812;22360;[-2.736905, 48.490196];22000.0;-2.736905;48.490196;Trégueux;2
FRS22PSDE29712;22272;[-3.104479, 48.55711];22000.0;-3.104479;48.55711;Saint-Agathon;2
FRS22PSDE29612;22282;[-2.248423, 48.640558];22000.0;-2.248423;48.640558;Saint-Cast-le-Guildo;2
FRS22PSDE29512;22256;[-3.1057, 48.70467];22000.0;-3.1057;48.70467;Quemper-Guézennec;2
FRS22PSDE29412;22239;[-2.125556, 48.357742];22000.0;-2.125556;48.357742;Plumaudan;2
FRS22PSDE29312;22222;[-2.928985, 48.675999];22000.0;-2.928985;48.675999;Plouha;2
FRS22PSDE29212;22207;[-3.47037, 48.613342];22000.0;-3.47037;48.613342;Plouaret;2
FRS22PSDE29112;22198;[-3.517125, 48.771851];22000.0;-3.517125;48.771851;Pleumeur-Bodou;2
FRS22PSDE212911;22225;[-3.147928, 48.551281];50000.0;-3.147928;48.551281;Ploumagoar;1
FRS22PSDE27612;22391;[-2.175645, 48.347656];22000.0;-2.175645;48.347656;Yvignac-la-Tour;2
FRS22PSDE216011;22094;[-2.151064, 48.60416];22000.0;-2.151064;48.60416;Lancieux;2
FRS22PSDE216412;22145;[-2.247365, 48.377785];22000.0;-2.247365;48.377785;Mégrit;2
FRS22PSDE216312;22050;[-2.0441, 48.450901];22000.0;-2.0441;48.450901;Dinan;2
FRS22PSDE216212;22046;[-2.51702, 48.29814];22000.0;-2.51702;48.29814;Le Mené;2
FRS22PSDE216112;22040;[-3.1873, 48.517834];22000.0;-3.1873;48.517834;Coadout;2
FRS22PSDE215912;22114;[-2.294399, 48.252918];22000.0;-2.294399;48.252918;Lanrelas;2
FRS22PSDE215611;22056;[-1.9816, 48.381901];22000.0;-1.9816;48.381901;Évran;2
FRS22PSDE215812;22220;[-3.252257, 48.239723];22000.0;-3.252257;48.239723;Plouguernével;2
FRS22PSDE215712;22353;[-3.513626, 48.832668];22000.0;-3.513626;48.832668;Trégastel;2
FRS22PSDE218511;22206;[-2.972857, 48.541696];22000.0;-2.972857;48.541696;Châtelaudren-Plouagat;2
FRS22PSDE218911;22172;[-2.229598, 48.521725];22000.0;-2.229598;48.521725;Plancoët;2
FRS22PSDE216511;22155;[-2.73364, 48.23396];22000.0;-2.73364;48.23396;La Motte;2
FRS22PSDE216611;22302;[-2.189, 48.598099];22000.0;-2.189;48.598099;Saint-Jacut-de-la-Mer;2
FRS22PSDE218312;22377;[-2.873183, 48.663328];22000.0;-2.873183;48.663328;Tréveneuc;2
FRS22PSDE218211;22207;[-3.467023, 48.606523];0.0;-3.467023;48.606523;Plouaret;1
FRS22PSDE218111;22207;[-3.473512, 48.611415];0.0;-3.473512;48.611415;Plouaret;1
FRS22PSDE218011;22198;[-3.517615, 48.784696];0.0;-3.517615;48.784696;Pleumeur-Bodou;1
FRS22PSDE217911;22194;[-3.63257, 48.654836];0.0;-3.63257;48.654836;Plestin-les-Grèves;1
FRS22PSDE217811;22113;[-3.470821, 48.757046];0.0;-3.470821;48.757046;Lannion;1
FRS22PSDE217611;22113;[-3.453745, 48.731562];0.0;-3.453745;48.731562;Lannion;1
FRS22PSDE217412;22333;[-2.441176, 48.238331];22000.0;-2.441176;48.238331;Saint-Vran;2
FRS22PSDE217311;22136;[-2.735503, 48.180209];50000.0;-2.735503;48.180209;Loudéac;1
FRS22PSDE217211;22193;[-2.445852, 48.422768];50000.0;-2.445852;48.422768;Plestan;1
FRS22PSDE217112;22358;[-3.165161, 48.61179];22000.0;-3.165161;48.61179;Trégonneau;2
FRS22PSDE216911;22339;[-2.04553, 48.4747];50000.0;-2.04553;48.4747;Taden;1
FRS22PSDE216812;22362;[-3.223394, 48.786499];22000.0;-3.223394;48.786499;Tréguier;2
FRS22PSDE216712;22158;[-2.987586, 48.198135];22000.0;-2.987586;48.198135;Guerlédan;2
FRS22PSDE215512;22162;[-3.048475, 48.776299];22000.0;-3.048475;48.776299;Paimpol;2
FRS22PSDE213011;22263;[-2.0058, 48.350601];22000.0;-2.0058;48.350601;Le Quiou;2
FRS22PSDE213512;22262;[-2.9103, 48.401482];22000.0;-2.9103;48.401482;Quintin;2
FRS22PSDE214111;22384;[-2.838271, 48.280586];22000.0;-2.838271;48.280586;Uzel;2
FRS22PSDE213912;22308;[-2.045, 48.352299];22000.0;-2.045;48.352299;Saint-Juvat;2
FRS22PSDE213812;22296;[-2.523397, 48.359306];22000.0;-2.523397;48.359306;Saint-Glen;2
FRS22PSDE213712;22278;[-2.779689, 48.514324];22000.0;-2.779689;48.514324;Saint-Brieuc;2
FRS22PSDE213612;22266;[-3.316225, 48.234554];22000.0;-3.316225;48.234554;Rostrenen;2
FRS22PSDE218412;22121;[-2.986308, 48.632057];22000.0;-2.986308;48.632057;Lanvollon;2
FRS22PSDE213312;22232;[-2.869428, 48.629478];22000.0;-2.869428;48.629478;Plourhan;2
FRS22PSDE213212;22204;[-3.155936, 48.732681];22000.0;-3.155936;48.732681;Ploëzal;2
FRS22PSDE213112;22183;[-2.591516, 48.176651];22000.0;-2.591516;48.176651;Plémet;2
FRS22PSDE214211;22093;[-2.51775, 48.47099];22000.0;-2.51775;48.47099;Lamballe-Armor;2
FRS22PSDE214311;22021;[-2.129, 48.389];22000.0;-2.129;48.389;Brusvily;2
FRS22PSDE215412;22047;[-3.057214, 48.315941];22000.0;-3.057214;48.315941;Corlay;2
FRS22PSDE215312;22170;[-2.854698, 48.445023];22000.0;-2.854698;48.445023;Plaine-Haute;2
FRS22PSDE215212;22046;[-2.486411, 48.32917];22000.0;-2.486411;48.32917;Le Mené;2
FRS22PSDE215012;22278;[-2.757097, 48.514561];22000.0;-2.757097;48.514561;Saint-Brieuc;2
FRS22PSDE214912;22228;[-3.44691, 48.55727];22000.0;-3.44691;48.55727;Plounévez-Moëdec;2
FRS22PSDE214712;22278;[-2.765253, 48.518089];22000.0;-2.765253;48.518089;Saint-Brieuc;2
FRS22PSDE214612;22026;[-2.0288, 48.409];22000.0;-2.0288;48.409;Calorguen;2
FRS22PSDE214512;22136;[-2.758196, 48.177609];22000.0;-2.758196;48.177609;Loudéac;2
FRS22PSDE214412;22050;[-2.0562, 48.4561];22000.0;-2.0562;48.4561;Dinan;2
FRS22PSDE23511;22190;[-2.056249, 48.531796];22000.0;-2.056249;48.531796;Pleslin-Trigavou;2
FRS22PSDE22011;22226;[-3.523392, 48.679855];22000.0;-3.523392;48.679855;Ploumilliau;2
FRS22PSDE22111;22234;[-2.914907, 48.509109];22000.0;-2.914907;48.509109;Plouvara;2
FRS22PSDE22211;22319;[-3.567519, 48.683102];22000.0;-3.567519;48.683102;Saint-Michel-en-Grève;2
FRS22PSDE22311;22343;[-3.577855, 48.771084];22000.0;-3.577855;48.771084;Trébeurden;2
FRS22PSDE22411;22372;[-2.851859, 48.522652];22000.0;-2.851859;48.522652;Trémuson;2
FRS22PSDE22511;22379;[-3.358388, 48.812908];22000.0;-3.358388;48.812908;Trévou-Tréguignec;2
FRS22PSDE22611;22054;[-2.467628, 48.630241];22000.0;-2.467628;48.630241;Erquy;2
FRS22PSDE22711;22186;[-2.552271, 48.588692];22000.0;-2.552271;48.588692;Pléneuf-Val-André;2
FRS22PSDE22811;22055;[-2.833905, 48.62648];22000.0;-2.833905;48.62648;Binic-Étables-sur-Mer;2
FRS22PSDE22911;22084;[-2.324368, 48.408466];22000.0;-2.324368;48.408466;Jugon-les-Lacs - Commune nouvelle;2
FRS22PSDE23011;22105;[-2.126689, 48.512863];22000.0;-2.126689;48.512863;Languenan;2
FRS22PSDE23111;22118;[-2.028889, 48.455833];22000.0;-2.028889;48.455833;Lanvallay;2
FRS22PSDE23211;22082;[-2.084445, 48.405834];22000.0;-2.084445;48.405834;Le Hinglé;2
FRS22PSDE23311;22178;[-3.00721, 48.696449];22000.0;-3.00721;48.696449;Pléhédel;2
FRS22PSDE23411;22180;[-2.218302, 48.433086];22000.0;-2.218302;48.433086;Plélan-le-Petit;2
FRS22PSDE21912;22218;[-3.228862, 48.842125];22000.0;-3.228862;48.842125;Plougrescant;2
FRS22PSDE21812;22212;[-3.191425, 48.674393];22000.0;-3.191425;48.674393;Plouëc-du-Trieux;2
FRS22PSDE21011;22106;[-2.716298, 48.493778];22000.0;-2.716298;48.493778;Langueux;2
FRS22PSDE27412;22325;[-2.837421, 48.653999];22000.0;-2.837421;48.653999;Saint-Quay-Portrieux;2
FRS22PSDE2111;22182;[-2.947672, 48.556736];22000.0;-2.947672;48.556736;Plélo;2
FRS22PSDE2311;22034;[-3.347963, 48.672264];22000.0;-3.347963;48.672264;Cavan;2
FRS22PSDE2411;22042;[-3.342592, 48.76889];22000.0;-3.342592;48.76889;Coatréven;2
FRS22PSDE2611;22064;[-3.180457, 48.22707];22000.0;-3.180457;48.22707;Gouarec;2
FRS22PSDE2711;22067;[-3.184587, 48.556637];22000.0;-3.184587;48.556637;Grâces;2
FRS22PSDE2911;22091;[-3.20627, 48.6227];22000.0;-3.20627;48.6227;Kermoroc'h;2
FRS22PSDE21712;22206;[-3.000515, 48.536179];22000.0;-3.000515;48.536179;Châtelaudren-Plouagat;2
