id_station_itinerance;code_insee_commune;coordonneesXY;puissance_nominale;consolidated_longitude;consolidated_latitude;consolidated_commune;nbre_pdc
FRCPSPCAPS5111;91136;[2.274077, 48.708309];22000.0;2.274077;48.708309;Champlan;2
FRCPSPCAPS5311;91477;[2.234448, 48.717192];22000.0;2.234448;48.717192;Palaiseau;2
FRCPSPCAPS5411;91477;[2.232224, 48.717692];22000.0;2.232224;48.717692;Palaiseau;1
FRCPSPCAPS5511;91345;[2.294588, 48.695099];22000.0;2.294588;48.695099;Longjumeau;2
FRCPSPCAPS4212;91661;[2.233518, 48.697381];22000.0;2.233518;48.697381;Villebon-sur-Yvette;2
FRCPSPCAPS3111;91458;[2.24285, 48.659538];22000.0;2.24285;48.659538;Nozay;2
FRCPSPCAPS3211;91538;[2.142571, 48.714664];22000.0;2.142571;48.714664;Saint-Aubin;2
FRCPSPCAPS3311;91587;[2.261823, 48.689507];22000.0;2.261823;48.689507;Saulx-les-Chartreux;2
FRCPSPCAPS3411;91665;[2.276495, 48.664589];22000.0;2.276495;48.664589;La Ville-du-Bois;2
FRCPSPCAPS3511;91425;[2.273306, 48.644867];22000.0;2.273306;48.644867;Montlhéry;2
FRCPSPCAPS3611;91345;[2.294186, 48.701866];22000.0;2.294186;48.701866;Longjumeau;2
FRCPSPCAPS3711;91377;[2.259031, 48.730156];22000.0;2.259031;48.730156;Massy;2
FRCPSPCAPS3811;91377;[2.257871, 48.735409];22000.0;2.257871;48.735409;Massy;2
FRCPSPCAPS3911;91272;[2.116799, 48.687965];22000.0;2.116799;48.687965;Gif-sur-Yvette;2
FRCPSPCAPS4011;91345;[2.316214, 48.684934];22000.0;2.316214;48.684934;Longjumeau;2
FRCPSPCAPS4111;91377;[2.272193, 48.725075];22000.0;2.272193;48.725075;Massy;2
FRE04POAZS1432;87085;[1.268193, 45.814212];150000.0;1.268193;45.814212;Limoges;3
FRE04POAZS10233;59410;[3.098543, 50.645579];150000.0;3.098543;50.645579;Mons-en-Barœul;3
FRE04POAZS21512;19031;[1.5076, 45.16407];50000.0;1.5076;45.16407;Brive-la-Gaillarde;2
FRE04POAZS19222;17299;[-0.976783, 45.954433];150000.0;-0.976783;45.954433;Rochefort;3
FRE04POAZS19421;86194;[0.322088, 46.59909];150000.0;0.322088;46.59909;Poitiers;3
FRE04POAZS19821;59597;[3.21121, 50.19432];150000.0;3.21121;50.19432;Tilloy-lez-Cambrai;3
FRE04POAZS21311;33192;[-0.602749, 44.786403];50000.0;-0.602749;44.786403;Gradignan;2
FRE04POAZS21821;72181;[0.18295, 48.027775];150000.0;0.18295;48.027775;Le Mans;3
FRE04POAZS18823;77146;[2.64417, 48.828511];150000.0;2.64417;48.828511;Croissy-Beaubourg;3
FRE04POAZS21911;57463;[6.221395, 49.120483];50000.0;6.221395;49.120483;Metz;2
FRE04POAZS22121;90010;[6.8633, 47.628899];150000.0;6.8633;47.628899;Belfort;3
FRE04POAZS22411;3013;[3.330305, 46.590128];150000.0;3.330305;46.590128;Avermes;3
FRE04POAZS2321;77122;[2.56331, 48.64879];50000.0;2.56331;48.64879;Combs-la-Ville;2
FRE04POAZS17023;2408;[3.643388, 49.582576];150000.0;3.643388;49.582576;Laon;3
FRE04POAZS16423;21501;[4.566611, 47.251353];150000.0;4.566611;47.251353;Pouilly-en-Auxois;3
FRE04POAZS12633;63164;[3.14912, 45.819579];150000.0;3.14912;45.819579;Gerzat;3
FRE04POAZS10322;36202;[1.669763, 46.820196];50000.0;1.669763;46.820196;Saint-Maur;2
FRE04POAZS8033;68256;[7.293566, 47.759518];150000.0;7.293566;47.759518;Pfastatt;3
FRE04POAZS4322;44114;[-1.59105, 47.262201];50000.0;-1.59105;47.262201;Orvault;2
FRE04POAZS22511;73065;[5.899208, 45.59193];150000.0;5.899208;45.59193;Chambéry;3
FRE04POAZS24511;27681;[1.466318, 49.095829];150000.0;1.466318;49.095829;Vernon;4
FRE04POAZS24112;64024;[-1.519112, 43.492885];180000.0;-1.519112;43.492885;Anglet;3
FRE04POAZS24211;69123;[4.80384, 45.76165];200000.0;4.80384;45.76165;Lyon;3
FRE04POAZS24311;37003;[1.016885, 47.403579];200000.0;1.016885;47.403579;Amboise;3
FRE04POAZS23912;14220;[0.08352, 49.36012];24000.0;0.08352;49.36012;Deauville;2
FRE04POAZS24811;76447;[0.189267, 49.529647];150000.0;0.189267;49.529647;Montivilliers;2
FRE04POAZS24911;76057;[0.968916, 49.534125];150000.0;0.968916;49.534125;Barentin;3
FRE04POAZS22811;14220;[0.07665, 49.36376];22000.0;0.07665;49.36376;Deauville;2
FRE04POAZS22611;73065;[5.9003, 45.593597];150000.0;5.9003;45.593597;Chambéry;3
FRE04POAZS22711;94011;[2.495323, 48.77495];50000.0;2.495323;48.77495;Bonneuil-sur-Marne;1
FRE04POAZS23712;14220;[0.06664, 49.3547];24000.0;0.06664;49.3547;Deauville;2
FRE04POAZS23111;14220;[0.07346, 49.3443];22000.0;0.07346;49.3443;Deauville;2
FRE04POAZS23311;14220;[0.082, 49.36005];22000.0;0.082;49.36005;Deauville;2
FRE04POAZS23411;14220;[0.0724, 49.35691];22000.0;0.0724;49.35691;Deauville;2
FRE04POAZS23511;14220;[0.08258, 49.36224];22000.0;0.08258;49.36224;Deauville;2
FRS40PMB404112;40304;[-1.442726, 43.661537];22000.0;-1.442726;43.661537;Soorts-Hossegor;2
FRS40PMB40111;40046;[-1.167335, 44.395638];22000.0;-1.167335;44.395638;Biscarrosse;2
FRS40PMB409312;40002;[-0.74467, 43.591513];24000.0;-0.74467;43.591513;Amou;2
FRS40PMB409214;40332;[-0.962171, 44.3279];4000.0;-0.962171;44.3279;Ychoux;4
FRS40PMB404012;40296;[-1.430495, 43.708202];22000.0;-1.430495;43.708202;Seignosse;2
FRS40PMB401211;40157;[-1.258727, 44.03413];22000.0;-1.258727;44.03413;Lit-et-Mixe;2
FRS40PMB401311;40163;[-0.985157, 44.231018];22000.0;-0.985157;44.231018;Lüe;2
FRS40PMB401411;40181;[-1.378626, 43.814949];22000.0;-1.378626;43.814949;Messanges;2
FRS40PMB401511;40184;[-1.292032, 44.213303];22000.0;-1.292032;44.213303;Mimizan;2
FRS40PMB401611;40187;[-1.385066, 43.851494];22000.0;-1.385066;43.851494;Moliets-et-Maa;2
FRS40PMB401711;40192;[-0.491801, 43.896542];22000.0;-0.491801;43.896542;Mont-de-Marsan;2
FRS40PMB401811;40192;[-0.482222, 43.89635];22000.0;-0.482222;43.89635;Mont-de-Marsan;2
FRS40PMB401911;40192;[-0.502202, 43.886929];22000.0;-0.502202;43.886929;Mont-de-Marsan;2
FRS40PMB402011;40192;[-0.497182, 43.89362];22000.0;-0.497182;43.89362;Mont-de-Marsan;2
FRS40PMB401112;40134;[-0.920244, 44.211601];22000.0;-0.920244;44.211601;Labouheyre;2
FRS40PMB401012;40131;[-0.187404, 43.968964];22000.0;-0.187404;43.968964;Labastide-d'Armagnac;2
FRS40PMB40512;40088;[-1.0557, 43.713142];22000.0;-1.0557;43.713142;Dax;2
FRS40PMB40211;40065;[-1.439685, 43.653248];22000.0;-1.439685;43.653248;Capbreton;2
FRS40PMB40311;40088;[-1.055476, 43.708969];22000.0;-1.055476;43.708969;Dax;2
FRS40PMB40411;40088;[-1.040466, 43.707176];22000.0;-1.040466;43.707176;Dax;2
FRS40PMB40611;40088;[-1.066157, 43.698608];22000.0;-1.066157;43.698608;Dax;2
FRS40PMB40711;40102;[0.008552, 43.98666];22000.0;0.008552;43.98666;Gabarret;2
FRS40PMB40811;40110;[-0.380386, 43.636551];22000.0;-0.380386;43.636551;Geaune;2
FRS40PMB40911;40119;[-0.59247, 43.652554];22000.0;-0.59247;43.652554;Hagetmau;2
FRS40PMB402111;40194;[-0.833645, 43.710106];22000.0;-0.833645;43.710106;Montfort-en-Chalosse;2
FRS40PMB403611;40284;[-1.306919, 43.662987];22000.0;-1.306919;43.662987;Saint-Vincent-de-Tyrosse;2
FRS40PMB403212;40266;[-1.227091, 44.063213];22000.0;-1.227091;44.063213;Saint-Julien-en-Born;2
FRS40PMB403311;40279;[-1.044376, 43.726215];22000.0;-1.044376;43.726215;Saint-Paul-lès-Dax;2
FRS40PMB403411;40279;[-1.052639, 43.725822];22000.0;-1.052639;43.725822;Saint-Paul-lès-Dax;2
FRS40PMB403511;40281;[-0.519344, 43.881813];22000.0;-0.519344;43.881813;Saint-Pierre-du-Mont;2
FRS40PMB403112;40261;[-1.233307, 43.708225];22000.0;-1.233307;43.708225;Saint-Geours-de-Maremne;2
FRS40PMB403711;40286;[-0.487642, 43.634613];22000.0;-0.487642;43.634613;Samadet;2
FRS40PMB403811;40287;[-1.077171, 44.480804];22000.0;-1.077171;44.480804;Sanguinet;2
FRS40PMB403911;40292;[-1.312809, 43.610508];22000.0;-1.312809;43.610508;Saubrigues;2
FRS40PMB402211;40200;[-0.761524, 44.358582];22000.0;-0.761524;44.358582;Moustey;2
FRS40PMB402611;40228;[-0.82855, 43.628651];22000.0;-0.82855;43.628651;Pomarez;2
FRS40PMB402311;40201;[-0.749156, 43.750278];22000.0;-0.749156;43.750278;Mugron;2
FRS40PMB402411;40217;[-1.071594, 44.34993];22000.0;-1.071594;44.34993;Parentis-en-Born;2
FRS40PMB402511;40224;[-1.101548, 43.543797];22000.0;-1.101548;43.543797;Peyrehorade;2
FRS40PMB403012;40245;[-0.320547, 44.034054];22000.0;-0.320547;44.034054;Roquefort;2
FRS40PMB402711;40229;[-1.121237, 44.241581];22000.0;-1.121237;44.241581;Pontenx-les-Forges;2
FRS40PMB402811;40233;[-0.99688, 43.606438];22000.0;-0.99688;43.606438;Pouillon;2
FRS40PMB402911;40243;[-0.918238, 43.919731];22000.0;-0.918238;43.919731;Rion-des-Landes;2
FRS40PMB406413;40129;[-1.224409, 43.640213];50000.0;-1.224409;43.640213;Josse;4
FRS40PMB406314;40126;[-0.927685, 43.702885];4000.0;-0.927685;43.702885;Hinx;4
FRS40PMB406214;40119;[-0.592122, 43.657413];4000.0;-0.592122;43.657413;Hagetmau;4
FRS40PMB406114;40118;[-0.928073, 43.571198];4000.0;-0.928073;43.571198;Habas;4
FRS40PMB406014;40117;[-0.42846, 43.773663];4000.0;-0.42846;43.773663;Grenade-sur-l'Adour;4
FRS40PMB405914;40197;[-0.924396, 44.03067];4000.0;-0.924396;44.03067;Morcenx-la-Nouvelle;4
FRS40PMB406511;40133;[-1.425559, 43.595455];43000.0;-1.425559;43.595455;Labenne;4
FRS40PMB406813;40184;[-1.227322, 44.202587];50000.0;-1.227322;44.202587;Mimizan;4
FRS40PMB407111;40202;[-1.008743, 43.69286];43000.0;-1.008743;43.69286;Narrosse;4
FRS40PMB407014;40192;[-0.503016, 43.884914];4000.0;-0.503016;43.884914;Mont-de-Marsan;4
FRS40PMB406914;40187;[-1.359458, 43.849495];4000.0;-1.359458;43.849495;Moliets-et-Maa;4
FRS40PMB406714;40168;[-1.213377, 43.77866];4000.0;-1.213377;43.77866;Magescq;4
FRS40PMB406614;40150;[-1.303443, 43.876064];4000.0;-1.303443;43.876064;Léon;4
FRS40PMB405814;40094;[-0.972001, 44.145809];4000.0;-0.972001;44.145809;Escource;4
FRS40PMB404712;40331;[-0.302908, 43.891857];22000.0;-0.302908;43.891857;Villeneuve-de-Marsan;2
FRS40PMB405112;40046;[-1.250123, 44.445004];50000.0;-1.250123;44.445004;Biscarrosse;4
FRS40PMB405014;40037;[-0.501203, 43.828957];4000.0;-0.501203;43.828957;Benquet;4
FRS40PMB404914;40036;[-1.396896, 43.631031];4000.0;-1.396896;43.631031;Bénesse-Maremne;4
FRS40PMB404612;40328;[-1.410125, 43.788254];22000.0;-1.410125;43.788254;Vieux-Boucau-les-Bains;2
FRS40PMB404512;40328;[-1.402247, 43.786724];22000.0;-1.402247;43.786724;Vieux-Boucau-les-Bains;2
FRS40PMB404412;40312;[-1.491811, 43.545513];22000.0;-1.491811;43.545513;Tarnos;2
FRS40PMB404312;40310;[-1.32592, 43.751686];22000.0;-1.32592;43.751686;Soustons;2
FRS40PMB404212;40307;[-0.581232, 44.322952];22000.0;-0.581232;44.322952;Sore;2
FRS40PMB405211;40065;[-1.432253, 43.645058];43000.0;-1.432253;43.645058;Capbreton;4
FRS40PMB405512;40088;[-1.053255, 43.714935];50000.0;-1.053255;43.714935;Dax;4
FRS40PMB405714;40088;[-1.049525, 43.709187];4000.0;-1.049525;43.709187;Dax;4
FRS40PMB405614;40088;[-1.052169, 43.695694];4000.0;-1.052169;43.695694;Dax;4
FRS40PMB405414;40088;[-1.041901, 43.711033];4000.0;-1.041901;43.711033;Dax;4
FRS40PMB405314;40075;[-1.144952, 43.882175];4000.0;-1.144952;43.882175;Castets;4
FRS40PMB408712;40304;[-1.390726, 43.670666];50000.0;-1.390726;43.670666;Soorts-Hossegor;4
FRS40PMB408614;40271;[-1.237678, 43.556313];4000.0;-1.237678;43.556313;Sainte-Marie-de-Gosse;4
FRS40PMB408514;40284;[-1.314985, 43.661247];4000.0;-1.314985;43.661247;Saint-Vincent-de-Tyrosse;4
FRS40PMB408414;40282;[-0.572845, 43.760368];4000.0;-0.572845;43.760368;Saint-Sever;4
FRS40PMB407211;40209;[-1.446481, 43.562065];43000.0;-1.446481;43.562065;Ondres;4
FRS40PMB408314;40280;[-0.591106, 43.864971];4000.0;-0.591106;43.864971;Saint-Perdon;4
FRS40PMB408214;40279;[-1.052096, 43.723057];4000.0;-1.052096;43.723057;Saint-Paul-lès-Dax;4
FRS40PMB409114;40332;[-0.946732, 44.327576];4000.0;-0.946732;44.327576;Ychoux;4
FRS40PMB409014;40317;[-1.330115, 43.692356];4000.0;-1.330115;43.692356;Tosse;4
FRS40PMB408914;40313;[-0.814181, 43.835133];4000.0;-0.814181;43.835133;Tartas;4
FRS40PMB408814;40310;[-1.328835, 43.75444];4000.0;-1.328835;43.75444;Soustons;4
FRS40PMB407614;40261;[-1.228767, 43.688267];4000.0;-1.228767;43.688267;Saint-Geours-de-Maremne;4
FRS40PMB407514;40250;[-0.449683, 43.916889];4000.0;-0.449683;43.916889;Saint-Avit;4
FRS40PMB407414;40230;[-0.922969, 43.787643];4000.0;-0.922969;43.787643;Pontonx-sur-l'Adour;4
FRS40PMB408114;40279;[-1.064402, 43.727768];4000.0;-1.064402;43.727768;Saint-Paul-lès-Dax;4
FRS40PMB407314;40217;[-1.072901, 44.353287];4000.0;-1.072901;44.353287;Parentis-en-Born;4
FRS40PMB407711;40267;[-0.232223, 43.980003];43000.0;-0.232223;43.980003;Saint-Justin;4
FRS40PMB407913;40273;[-1.386023, 43.541794];50000.0;-1.386023;43.541794;Saint-Martin-de-Seignanx;4
FRS40PMB408014;40274;[-0.641041, 43.928139];4000.0;-0.641041;43.928139;Saint-Martin-d'Oney;4
FRS40PMB407814;40269;[-1.125996, 43.613544];4000.0;-1.125996;43.613544;Saint-Lon-les-Mines;4
FRTDAPAVTD1541;21171;[5.145897, 47.295589];22000.0;5.145897;47.295589;Chevigny-Saint-Sauveur;2
FRTDAPAVTD2412;21210;[4.567375, 47.244513];22000.0;4.567375;47.244513;Créancey;2
FRTDAPAVTD2211;51588;[4.791554, 49.074225];50000.0;4.791554;49.074225;Valmy;1
FRTDAPAVTD2011;38343;[5.630486, 45.577675];50000.0;5.630486;45.577675;Romagnieu;1
FRTDAPAVTD1811;74208;[6.718141, 45.914132];50000.0;6.718141;45.914132;Passy;1
FRTDAPAVTD1661;21231;[5.052789, 47.322222];22000.0;5.052789;47.322222;Dijon;2
FRTDAPAVTD522;52353;[5.346847, 48.035643];22000.0;5.346847;48.035643;Nogent;2
FRTDAPAVTD1411;58152;[3.159788, 46.872673];54000.0;3.159788;46.872673;Magny-Cours;1
FRTDAPAVTD1311;[5.498871, 47.975185];54000;5.498871;47.975185;;;1
FRTDAPAVTD1011;62421;[3.089774, 50.122249];54000.0;3.089774;50.122249;Havrincourt;1
FRTDAPAVTD811;3104;[2.800955, 46.355543];54000.0;2.800955;46.355543;Doyet;1
FRTDAPAVTD721;89197;[4.03745, 47.504832];54000.0;4.03745;47.504832;Guillon-Terre-Plaine;1
FRTDAPAVTD621;69294;[4.819599, 45.631355];54000.0;4.819599;45.631355;Sérézin-du-Rhône;1
FRTDAPAVTD412;26250;[4.876818, 45.019791];50000.0;4.876818;45.019791;Pont-de-l'Isère;2
FRTDAPAVTD321;26252;[4.865158, 44.865884];54000.0;4.865158;44.865884;Portes-lès-Valence;1
FRTDAPAVTD221;30156;[4.438933, 43.868104];54000.0;4.438933;43.868104;Marguerittes;1
FRTDAPAVTD191;84129;[4.889898, 44.023808];54000.0;4.889898;44.023808;Sorgues;2
FRGLYPLYON2111;69163;[4.777065, 45.913791];7000.0;4.777065;45.913791;Quincieux;2
FRGLYPLYON12821;69123;[4.849277, 45.761843];7000.0;4.849277;45.761843;Lyon;1
FRGLYPLYON13011;69149;[4.814662, 45.717164];24000.0;4.814662;45.717164;Oullins;2
FRGLYPLYON12922;69029;[4.909035, 45.734346];24000.0;4.909035;45.734346;Bron;2
FRGLYPLYON12741;69123;[4.827238, 45.7516];7000.0;4.827238;45.7516;Lyon;1
FRGLYPLYON12641;69123;[4.81272, 45.773218];7000.0;4.81272;45.773218;Lyon;1
FRGLYPLYON13612;69071;[4.820283, 45.869805];7000.0;4.820283;45.869805;Curis-au-Mont-d'Or;2
FRGLYPLYON13111;69123;[4.82456, 45.746524];24000.0;4.82456;45.746524;Lyon;2
FRGLYPLYON13512;69003;[4.831712, 45.864387];7000.0;4.831712;45.864387;Albigny-sur-Saône;2
FRGLYPLYON13422;69266;[4.86727, 45.774074];24000.0;4.86727;45.774074;Villeurbanne;2
FRGLYPLYON13322;69266;[4.873976, 45.77919];24000.0;4.873976;45.77919;Villeurbanne;2
FRGLYPLYON13222;69123;[4.849443, 45.753338];24000.0;4.849443;45.753338;Lyon;2
FRGLYPLYON12541;69123;[4.834249, 45.781436];7000.0;4.834249;45.781436;Lyon;1
FRGLYPLYON12011;69123;[4.87067, 45.735055];24000.0;4.87067;45.735055;Lyon;2
FRGLYPLYON11922;69123;[4.801467, 45.756093];24000.0;4.801467;45.756093;Lyon;2
FRGLYPLYON11822;69034;[4.84435, 45.797818];24000.0;4.84435;45.797818;Caluire-et-Cuire;2
FRGLYPLYON11741;69123;[4.85112, 45.766396];7000.0;4.85112;45.766396;Lyon;1
FRGLYPLYON11641;69123;[4.828562, 45.777419];7000.0;4.828562;45.777419;Lyon;1
FRGLYPLYON12312;69123;[4.814177, 45.788793];24000.0;4.814177;45.788793;Lyon;2
FRGLYPLYON12422;69127;[4.715171, 45.786008];24000.0;4.715171;45.786008;Marcy-l'Étoile;2
FRGLYPLYON12111;69123;[4.860316, 45.742073];24000.0;4.860316;45.742073;Lyon;2
FRGLYPLYON12222;69123;[4.875958, 45.742985];24000.0;4.875958;45.742985;Lyon;2
FRGLYPLYON13711;69142;[4.808221, 45.727861];7000.0;4.808221;45.727861;La Mulatière;2
FRGLYPLYON7311;69123;[4.863521, 45.756307];7000.0;4.863521;45.756307;Lyon;1
FRGLYPLYON16011;69244;[4.767208, 45.751773];7000.0;4.767208;45.751773;Tassin-la-Demi-Lune;2
FRGLYPLYON15911;69100;[4.829716, 45.688457];50000.0;4.829716;45.688457;Irigny;2
FRGLYPLYON15822;69266;[4.888936, 45.760216];24000.0;4.888936;45.760216;Villeurbanne;2
FRGLYPLYON15722;69266;[4.881616, 45.770826];24000.0;4.881616;45.770826;Villeurbanne;2
FRGLYPLYON15622;69088;[4.844746, 45.835363];24000.0;4.844746;45.835363;Fontaines-sur-Saône;2
FRGLYPLYON15522;69204;[4.794226, 45.692455];7000.0;4.794226;45.692455;Saint-Genis-Laval;2
FRGLYPLYON16111;69266;[4.879203, 45.782509];7000.0;4.879203;45.782509;Villeurbanne;1
FRGLYPLYON16521;69040;[4.793958, 45.793681];7000.0;4.793958;45.793681;Champagne-au-Mont-d'Or;1
FRGLYPLYON16441;69123;[4.830579, 45.726871];7000.0;4.830579;45.726871;Lyon;1
FRGLYPLYON16341;69123;[4.841473, 45.759943];7000.0;4.841473;45.759943;Lyon;1
FRGLYPLYON16241;69123;[4.854351, 45.763032];7000.0;4.854351;45.763032;Lyon;1
FRGLYPLYON15422;69091;[4.768391, 45.583926];7000.0;4.768391;45.583926;Givors;2
FRGLYPLYON14511;69029;[4.887876, 45.730238];175000.0;4.887876;45.730238;Bron;1
FRGLYPLYON14422;69266;[4.898679, 45.762188];7000.0;4.898679;45.762188;Villeurbanne;2
FRGLYPLYON14312;69142;[4.815252, 45.729335];50000.0;4.815252;45.729335;La Mulatière;2
FRGLYPLYON14212;69271;[4.969977, 45.72577];50000.0;4.969977;45.72577;Chassieu;2
FRGLYPLYON14112;69088;[4.863155, 45.82162];7000.0;4.863155;45.82162;Fontaines-sur-Saône;2
FRGLYPLYON14012;69286;[4.884058, 45.804627];7000.0;4.884058;45.804627;Rillieux-la-Pape;2
FRGLYPLYON13912;69286;[4.89595, 45.821754];7000.0;4.89595;45.821754;Rillieux-la-Pape;2
FRGLYPLYON13812;69284;[4.862851, 45.880164];7000.0;4.862851;45.880164;Montanay;2
FRGLYPLYON14611;69029;[4.887705, 45.730192];7000.0;4.887705;45.730192;Bron;2
FRGLYPLYON15011;69152;[4.825499, 45.70403];7000.0;4.825499;45.70403;Pierre-Bénite;2
FRGLYPLYON15312;69296;[4.842062, 45.639385];7000.0;4.842062;45.639385;Solaize;2
FRGLYPLYON15212;69207;[4.803614, 45.88337];7000.0;4.803614;45.88337;Saint-Germain-au-Mont-d'Or;2
FRGLYPLYON15112;69202;[4.798611, 45.747098];7000.0;4.798611;45.747098;Sainte-Foy-lès-Lyon;2
FRGLYPLYON14912;69250;[4.716219, 45.814521];7000.0;4.716219;45.814521;La Tour-de-Salvagny;2
FRGLYPLYON14812;69100;[4.824257, 45.67015];7000.0;4.824257;45.67015;Irigny;2
FRGLYPLYON14712;69085;[4.84524, 45.862377];7000.0;4.84524;45.862377;Fleurieu-sur-Saône;2
FRGLYPLYON11541;69123;[4.819801, 45.775426];7000.0;4.819801;45.775426;Lyon;1
FRGLYPLYON8821;69123;[4.84858, 45.771588];7000.0;4.84858;45.771588;Lyon;1
FRGLYPLYON8741;69123;[4.836853, 45.749838];7000.0;4.836853;45.749838;Lyon;1
FRGLYPLYON8641;69081;[4.765806, 45.784019];7000.0;4.765806;45.784019;Écully;1
FRGLYPLYON8541;69034;[4.854637, 45.788587];7000.0;4.854637;45.788587;Caluire-et-Cuire;1
FRGLYPLYON8441;69123;[4.851691, 45.757006];7000.0;4.851691;45.757006;Lyon;1
FRGLYPLYON8341;69123;[4.827657, 45.755746];7000.0;4.827657;45.755746;Lyon;1
FRGLYPLYON9311;69123;[4.83371, 45.743645];7000.0;4.83371;45.743645;Lyon;2
FRGLYPLYON9241;69123;[4.837599, 45.769459];7000.0;4.837599;45.769459;Lyon;1
FRGLYPLYON9141;69123;[4.82572, 45.771705];7000.0;4.82572;45.771705;Lyon;1
FRGLYPLYON9041;69123;[4.826636, 45.731668];7000.0;4.826636;45.731668;Lyon;1
FRGLYPLYON8941;69123;[4.834451, 45.754859];7000.0;4.834451;45.754859;Lyon;1
FRGLYPLYON8241;69123;[4.858266, 45.767701];7000.0;4.858266;45.767701;Lyon;1
FRGLYPLYON7731;69123;[4.828203, 45.765606];7000.0;4.828203;45.765606;Lyon;1
FRGLYPLYON7641;69123;[4.845349, 45.750243];7000.0;4.845349;45.750243;Lyon;1
FRGLYPLYON7541;69034;[4.834116, 45.78694];7000.0;4.834116;45.78694;Caluire-et-Cuire;1
FRGLYPLYON7441;69256;[4.919892, 45.777519];7000.0;4.919892;45.777519;Vaulx-en-Velin;1
FRGLYPLYON7811;69123;[4.84453, 45.7661];7000.0;4.84453;45.7661;Lyon;1
FRGLYPLYON8041;69123;[4.841962, 45.762921];7000.0;4.841962;45.762921;Lyon;1
FRGLYPLYON8141;69123;[4.848397, 45.763361];7000.0;4.848397;45.763361;Lyon;1
FRGLYPLYON7941;69123;[4.842903, 45.768929];7000.0;4.842903;45.768929;Lyon;1
FRGLYPLYON10521;69123;[4.804307, 45.777167];7000.0;4.804307;45.777167;Lyon;1
FRGLYPLYON10941;69266;[4.88884, 45.768693];7000.0;4.88884;45.768693;Villeurbanne;1
FRGLYPLYON10841;69123;[4.861625, 45.758607];7000.0;4.861625;45.758607;Lyon;1
FRGLYPLYON10741;69123;[4.896494, 45.7483];7000.0;4.896494;45.7483;Lyon;1
FRGLYPLYON10641;69123;[4.84352, 45.746565];7000.0;4.84352;45.746565;Lyon;1
FRGLYPLYON11011;69266;[4.874061, 45.763164];7000.0;4.874061;45.763164;Villeurbanne;1
FRGLYPLYON11311;69266;[4.859324, 45.774643];7000.0;4.859324;45.774643;Villeurbanne;1
FRGLYPLYON11441;69123;[4.845828, 45.758995];7000.0;4.845828;45.758995;Lyon;1
FRGLYPLYON11241;69202;[4.797609, 45.74192];7000.0;4.797609;45.74192;Sainte-Foy-lès-Lyon;1
FRGLYPLYON11141;69266;[4.88493, 45.754568];7000.0;4.88493;45.754568;Villeurbanne;1
FRGLYPLYON9411;69029;[4.918049, 45.736845];7000.0;4.918049;45.736845;Bron;2
FRGLYPLYON10441;69123;[4.868093, 45.752512];7000.0;4.868093;45.752512;Lyon;1
FRGLYPLYON9941;69123;[4.868584, 45.762465];7000.0;4.868584;45.762465;Lyon;1
FRGLYPLYON9822;69029;[4.904544, 45.746765];24000.0;4.904544;45.746765;Bron;2
FRGLYPLYON9712;69194;[4.798111, 45.809992];7000.0;4.798111;45.809992;Saint-Didier-au-Mont-d'Or;2
FRGLYPLYON9612;69153;[4.799631, 45.853939];7000.0;4.799631;45.853939;Poleymieux-au-Mont-d'Or;2
FRGLYPLYON9512;69087;[4.854293, 45.844635];7000.0;4.854293;45.844635;Fontaines-Saint-Martin;2
FRGLYPLYON10011;69123;[4.835647, 45.73064];7000.0;4.835647;45.73064;Lyon;1
FRGLYPLYON10341;69123;[4.853004, 45.772218];7000.0;4.853004;45.772218;Lyon;1
FRGLYPLYON10241;69123;[4.838031, 45.752824];7000.0;4.838031;45.752824;Lyon;1
FRGLYPLYON10141;69123;[4.886463, 45.749462];7000.0;4.886463;45.749462;Lyon;1
FRGLYPLYON16611;69123;[4.863127, 45.758517];50000.0;4.863127;45.758517;Lyon;2
FRGLYPLYON4622;69116;[4.771318, 45.816332];24000.0;4.771318;45.816332;Limonest;2
FRGLYPLYON4712;69089;[4.773797, 45.738293];24000.0;4.773797;45.738293;Francheville;2
FRGLYPLYON4811;69123;[4.852093, 45.737324];7000.0;4.852093;45.737324;Lyon;2
FRGLYPLYON4911;69143;[4.838506, 45.877467];7000.0;4.838506;45.877467;Neuville-sur-Saône;2
FRGLYPLYON5011;69149;[4.79816, 45.715749];7000.0;4.79816;45.715749;Oullins;2
FRGLYPLYON5111;69149;[4.806887, 45.713032];7000.0;4.806887;45.713032;Oullins;2
FRGLYPLYON6411;69283;[4.957432, 45.679845];50000.0;4.957432;45.679845;Mions;2
FRGLYPLYON4211;69279;[5.035817, 45.770299];24000.0;5.035817;45.770299;Jonage;2
FRGLYPLYON4311;69123;[4.789977, 45.786734];24000.0;4.789977;45.786734;Lyon;2
FRGLYPLYON4411;69259;[4.888112, 45.720002];24000.0;4.888112;45.720002;Vénissieux;2
FRGLYPLYON4511;69276;[4.850108, 45.666275];24000.0;4.850108;45.666275;Feyzin;2
FRGLYPLYON5211;69089;[4.765452, 45.735576];7000.0;4.765452;45.735576;Francheville;2
FRGLYPLYON5721;69290;[4.949094, 45.69125];7000.0;4.949094;45.69125;Saint-Priest;2
FRGLYPLYON5811;69256;[4.928949, 45.78576];7000.0;4.928949;45.78576;Vaulx-en-Velin;2
